Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,
457,Tahith Chong,nl NED,MF,Luton Town,24-102,1999,23,11,"1,186",13.2,3,0,3,3,0,0,3,0,2.1,2.1,0.4,2.6,34,50,66,0.23,0,0.23,0.23,0.23,0.16,0.03,0.19,0.16,0.19,Matches,
458,Tawanda Chirewa,eng ENG,"MF,FW",Wolves,20-156,2003,2,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,4,0,0,0,0,0,0.52,0.21,0.73,0.52,0.73,Matches,
459,Ben Chilwell,eng ENG,DF,Chelsea,27-085,1996,12,9,745,8.3,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,24,58,0,0.12,0.12,0,0.12,0.14,0.26,0.41,0.14,0.41,Matches,
460,Youssef Chermiti,pt POR,FW,Everton,19-296,2004,11,0,69,0.8,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,1,4,8,0,0,0,0,0,0.67,0.53,1.2,0.67,1.2,Matches,
461,Calum Chambers,eng ENG,DF,Aston Villa,29-055,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,
462,Trevoh Chalobah,eng ENG,DF,Chelsea,24-254,1999,3,2,200,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,
463,Jonny Castro,es ESP,MF,Wolves,30-012,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
464,Timothy Castagne,be BEL,DF,Fulham,28-101,1995,25,21,"1,928",21.4,0,1,1,0,0,0,2,0,1.3,1.3,0.9,2.2,40,62,90,0,0.05,0.05,0,0.05,0.06,0.04,0.1,0.06,0.1,Matches,
465,Matty Cash,pl POL,DF,Aston Villa,26-221,1997,25,21,"1,853",20.6,2,1,3,2,0,0,6,0,4.1,4.1,2.1,6.2,57,78,85,0.1,0.05,0.15,0.1,0.15,0.2,0.1,0.3,0.2,0.3,Matches,
466,Casemiro,br BRA,MF,Manchester Utd,32-021,1992,15,15,"1,177",13.1,1,1,2,1,0,0,4,0,2.4,2.4,0.6,3,8,71,28,0.08,0.08,0.15,0.08,0.15,0.18,0.04,0.23,0.18,0.23,Matches,
467,Cesare Casadei,it ITA,"MF,FW",Chelsea,21-065,2003,3,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches,
468,Diego Carlos,br BRA,DF,Aston Villa,31-000,1993,18,13,"1,166",13,0,0,0,0,0,0,3,0,0.6,0.6,0,0.6,4,47,0,0,0,0,0,0,0.04,0,0.05,0.04,0.05,Matches,
469,Thomas Cannon,ie IRL,FW,Everton,21-078,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
470,Dominic Calvert-Lewin,eng ENG,FW,Everton,26-365,1997,24,19,"1,583",17.6,3,1,4,3,0,0,1,0,9.3,9.3,1.6,10.9,24,24,82,0.17,0.06,0.23,0.17,0.23,0.53,0.09,0.62,0.53,0.62,Matches,
471,Tom Cairney,sct SCO,MF,Fulham,33-055,1991,26,13,"1,246",13.8,1,3,4,1,0,0,2,0,0.8,0.8,1.9,2.7,30,111,54,0.07,0.22,0.29,0.07,0.29,0.05,0.14,0.19,0.05,0.19,Matches,
472,Moisés Caicedo,ec ECU,MF,Chelsea,22-134,2001,24,22,"1,941",21.6,0,1,1,0,0,0,8,0,0.2,0.2,1.5,1.7,9,106,16,0,0.05,0.05,0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,
473,Mason Burstow,eng ENG,FW,Chelsea,20-224,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,
474,Dan Burn,eng ENG,DF,Newcastle Utd,31-311,1992,23,22,"1,826",20.3,2,2,4,2,0,0,3,0,2.4,2.4,1,3.4,13,60,25,0.1,0.1,0.2,0.1,0.2,0.12,0.05,0.17,0.12,0.17,Matches,
475,Reece Burke,eng ENG,DF,Luton Town,27-195,1996,14,12,"1,034",11.5,0,2,2,0,0,0,3,0,1.3,1.3,0.7,2,3,34,10,0,0.17,0.17,0,0.17,0.11,0.06,0.17,0.11,0.17,Matches,
476,Facundo Buonanotte,ar ARG,"MF,FW",Brighton,19-083,2004,19,12,943,10.5,3,1,4,3,0,0,6,0,1.9,1.9,1.7,3.6,13,25,50,0.29,0.1,0.38,0.29,0.38,0.18,0.16,0.35,0.18,0.35,Matches,
477,Santiago Bueno,uy URU,DF,Wolves,25-127,1998,4,3,291,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,
478,Hugo Bueno,es ESP,"DF,MF",Wolves,21-179,2002,14,4,432,4.8,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,12,6,31,0,0,0,0,0,0.05,0.11,0.16,0.05,0.16,Matches,
479,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,25-178,1998,22,6,596,6.6,2,0,2,2,0,0,0,0,1.5,1.5,0.6,2.1,31,19,84,0.3,0,0.3,0.3,0.3,0.22,0.09,0.31,0.22,0.31,Matches,
480,Josh Brownhill,eng ENG,MF,Burnley,28-087,1995,26,22,"2,028",22.5,3,1,4,3,0,0,3,1,1.6,1.6,1.8,3.4,16,78,29,0.13,0.04,0.18,0.13,0.18,0.07,0.08,0.15,0.07,0.15,Matches,
481,Jacob Brown,sct SCO,"MF,FW",Luton Town,25-340,1998,19,12,"1,019",11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,Matches,
482,David Brooks,wls WAL,"FW,MF",Bournemouth,26-251,1997,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,Matches,
483,Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,20-208,2003,13,8,650,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,12,13,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,
484,Armando Broja,al ALB,FW,Chelsea,22-187,2001,13,6,454,5,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.2,0,0.2,0.2,0.2,0.47,0.03,0.5,0.47,0.5,Matches,
485,Armando Broja,al ALB,FW,Fulham,22-187,2001,4,0,51,0.6,0,1,1,0,0,0,0,0,0,0,0.4,0.4,2,1,5,0,1.76,1.76,0,1.76,0,0.7,0.7,0,0.7,Matches,
486,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,23-349,2000,11,3,307,3.4,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,1,2,17,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,Matches,
487,Ben Brereton,cl CHI,"MF,FW",Sheffield Utd,24-332,1999,4,4,254,2.8,2,0,2,2,0,0,1,0,1.1,1.1,0,1.1,7,8,22,0.71,0,0.71,0.71,0.71,0.39,0.01,0.4,0.39,0.4,Matches,
488,Jarrad Branthwaite,eng ENG,DF,Everton,21-262,2002,25,25,"2,250",25,2,0,2,2,0,0,7,0,1.4,1.4,0.9,2.3,2,47,4,0.08,0,0.08,0.08,0.08,0.06,0.04,0.09,0.06,0.09,Matches,
489,Conor Bradley,nir NIR,DF,Liverpool,20-250,2003,6,6,441,4.9,1,3,4,1,0,0,1,0,0.7,0.7,1.1,1.8,16,16,37,0.2,0.61,0.82,0.2,0.82,0.14,0.21,0.36,0.14,0.36,Matches,
490,Jarrod Bowen,eng ENG,FW,West Ham,27-086,1996,27,27,"2,426",27,14,3,17,14,0,0,2,0,9.3,9.3,3.8,13.1,71,44,152,0.52,0.11,0.63,0.52,0.63,0.34,0.14,0.48,0.34,0.48,Matches,
491,Sven Botman,nl NED,DF,Newcastle Utd,24-063,2000,17,15,"1,377",15.3,2,2,4,2,0,0,2,0,0.6,0.6,1,1.6,0,35,5,0.13,0.13,0.26,0.13,0.26,0.04,0.07,0.11,0.04,0.11,Matches,
492,Willy Boly,ci CIV,DF,Nott'ham Forest,33-041,1991,15,13,995,11.1,1,0,1,1,0,0,3,1,1.3,1.3,1,2.3,4,22,2,0.09,0,0.09,0.09,0.09,0.12,0.09,0.2,0.12,0.2,Matches,
493,Jayden Bogle,eng ENG,DF,Sheffield Utd,23-232,2000,24,22,"1,916",21.3,1,0,1,1,0,0,8,0,1.4,1.4,0.8,2.2,20,35,59,0.05,0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,Matches,
494,Oscar Bobb,no NOR,"FW,MF",Manchester City,20-247,2003,9,1,180,2,1,1,2,1,0,0,0,0,1.3,1.3,0.9,2.2,9,18,29,0.5,0.5,1,0.5,1,0.64,0.47,1.11,0.64,1.11,Matches,
495,Benicio Boaitey,eng ENG,"DF,FW",Brighton,20-066,2004,4,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,
496,Yves Bissouma,ml MLI,MF,Tottenham,27-198,1996,19,18,"1,484",16.5,0,0,0,0,0,0,7,2,1.2,1.2,0.3,1.5,33,116,9,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches,
497,Philip Billing,dk DEN,MF,Bournemouth,27-278,1996,23,12,"1,239",13.8,2,2,4,2,0,0,3,1,2.1,2.1,2.9,5,17,46,54,0.15,0.15,0.29,0.15,0.29,0.16,0.21,0.37,0.16,0.37,Matches,
498,Jordan Beyer,de GER,DF,Burnley,23-301,2000,15,15,"1,234",13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0,0.07,0.07,0,0.07,0.04,0.02,0.06,0.04,0.06,Matches,
499,Beto,gw GNB,FW,Everton,26-044,1998,23,7,746,8.3,2,0,2,2,0,1,2,0,4.7,3.9,0.9,4.9,11,14,46,0.24,0,0.24,0.24,0.24,0.57,0.11,0.68,0.48,0.59,Matches,
500,Luke Berry,eng ENG,"MF,DF",Luton Town,31-247,1992,8,0,62,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,1,3,0,0,0,0,0,0.33,0.09,0.42,0.33,0.42,Matches,
501,Sander Berge,no NOR,MF,Burnley,26-030,1998,27,24,"2,105",23.4,1,1,2,1,0,0,8,1,1.7,1.7,1.2,2.9,39,90,21,0.04,0.04,0.09,0.04,0.09,0.07,0.05,0.13,0.07,0.13,Matches,
502,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,33-140,1990,20,12,"1,050",11.7,0,2,2,0,0,0,2,0,0.9,0.9,2.3,3.3,9,52,55,0,0.17,0.17,0,0.17,0.08,0.2,0.28,0.08,0.28,Matches,
503,Daniel Bentley,eng ENG,GK,Wolves,30-246,1993,4,2,293,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
504,Rodrigo Bentancur,uy URU,MF,Tottenham,26-264,1997,12,7,509,5.7,1,0,1,1,0,0,3,0,1,1,0.3,1.3,6,30,19,0.18,0,0.18,0.18,0.18,0.18,0.05,0.23,0.18,0.23,Matches,
505,Saïd Benrahma,dz ALG,"FW,MF",West Ham,28-218,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1,1.4,2.5,28,28,70,0,0.15,0.15,0,0.15,0.27,0.21,0.47,0.15,0.36,Matches,
506,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22-365,2001,11,4,366,4.1,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1,2,9,17,0,0,0,0,0,0.17,0.07,0.24,0.17,0.24,Matches,
507,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,25-262,1998,19,9,806,9,2,1,3,2,0,0,0,1,1.4,1.4,0.8,2.2,25,37,43,0.22,0.11,0.33,0.22,0.33,0.15,0.09,0.25,0.15,0.25,Matches,
508,Amari'i Bell,jm JAM,DF,Luton Town,29-315,1994,21,21,"1,720",19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,Matches,
509,Donny van de Beek,nl NED,DF,Manchester Utd,26-332,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,1.09,4.44,5.54,1.09,5.54,Matches,
510,Owen Beck,wls WAL,DF,Liverpool,21-219,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,
511,Calvin Bassey,ng NGA,DF,Fulham,24-075,1999,19,15,"1,403",15.6,1,0,1,1,0,0,4,1,0.2,0.2,0,0.2,7,36,4,0.06,0,0.06,0.06,0.06,0.01,0,0.02,0.01,0.02,Matches,
512,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,35-239,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0,0,0,0,0,0.04,0.07,0.1,0.04,0.1,Matches,
513,Harvey Barnes,eng ENG,FW,Newcastle Utd,26-097,1997,11,3,360,4,2,1,3,2,0,0,1,0,1.2,1.2,0.9,2,26,13,38,0.5,0.25,0.75,0.5,0.75,0.29,0.22,0.51,0.29,0.51,Matches,
514,Ross Barkley,eng ENG,MF,Luton Town,30-101,1993,23,21,"1,873",20.8,4,3,7,4,0,0,4,0,3.3,3.3,3.5,6.8,36,118,23,0.19,0.14,0.34,0.19,0.34,0.16,0.17,0.32,0.16,0.32,Matches,
515,Shandon Baptiste,gd GRN,MF,Brentford,25-342,1998,9,2,218,2.4,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1,3,5,0,0.41,0,0.41,0.41,0.41,0.37,0.05,0.41,0.37,0.41,Matches,
516,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,27-072,1997,5,0,58,0.6,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,Matches,
517,Carlos Baleba,cm CMR,MF,Brighton,20-072,2004,17,9,764,8.5,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.7,6,33,5,0,0,0,0,0,0.07,0.02,0.08,0.07,0.08,Matches,
518,George Baldock,gr GRE,DF,Sheffield Utd,31-006,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0,0,0.8,0.8,9,31,24,0,0.09,0.09,0,0.09,0,0.07,0.08,0,0.08,Matches,
519,Leon Bailey,jm JAM,"MF,FW",Aston Villa,26-219,1997,26,15,"1,402",15.6,8,8,16,8,0,0,4,0,4.5,4.5,6.8,11.4,73,49,168,0.51,0.51,1.03,0.51,1.03,0.29,0.44,0.73,0.29,0.73,Matches,
520,Benoît Badiashile,fr FRA,DF,Chelsea,22-355,2001,8,6,560,6.2,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.7,1,25,1,0,0.16,0.16,0,0.16,0.02,0.09,0.11,0.02,0.11,Matches,
521,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,32-186,1991,26,25,"2,134",23.7,4,6,10,4,0,0,8,1,3.6,3.6,4,7.6,66,58,157,0.17,0.25,0.42,0.17,0.42,0.15,0.17,0.32,0.15,0.32,Matches,
522,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,26-216,1997,17,12,"1,024",11.4,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,43,0.53,0.26,0.79,0.53,0.79,0.42,0.15,0.57,0.42,0.57,Matches,
523,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,31-082,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0,0.22,0.22,0,0.22,0.02,0.05,0.07,0.02,0.07,Matches,
524,Lorenz Assignon,tg TOG,DF,Burnley,23-267,2000,6,6,527,5.9,0,1,1,0,0,0,2,0,0,0,1.2,1.2,9,5,19,0,0.17,0.17,0,0.17,0.01,0.2,0.21,0.01,0.21,Matches,
525,Alphonse Areola,fr FRA,GK,West Ham,31-017,1993,25,25,"2,204",24.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
526,Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,22-238,2001,21,16,"1,449",16.1,4,0,4,4,0,0,1,0,3.9,3.9,1.7,5.6,27,12,81,0.25,0,0.25,0.25,0.25,0.24,0.1,0.35,0.24,0.35,Matches,
527,Cameron Archer,eng ENG,MF,Aston Villa,22-238,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
528,Oliver Arblaster,eng ENG,MF,Sheffield Utd,19-315,2004,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0.1,2,4,0,0,0,0,0,0,0.03,0.03,0.07,0.03,0.07,Matches,
529,Antony,br BRA,FW,Manchester Utd,24-020,2000,22,11,953,10.6,0,0,0,0,0,0,3,0,1.5,1.5,2.1,3.6,37,49,114,0,0,0,0,0,0.14,0.2,0.34,0.14,0.34,Matches,
530,Michail Antonio,jm JAM,FW,West Ham,33-353,1990,16,12,959,10.7,2,2,4,2,0,0,4,0,2.2,2.2,0.8,2.9,30,11,58,0.19,0.19,0.38,0.19,0.38,0.2,0.07,0.28,0.2,0.28,Matches,
531,Jaidon Anthony,eng ENG,FW,Bournemouth,24-105,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,8,9,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,
532,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,21-130,2002,11,4,434,4.8,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,17,28,36,0,0.21,0.21,0,0.21,0.15,0.18,0.33,0.15,0.33,Matches,
533,Joachim Andersen,dk DEN,DF,Crystal Palace,27-289,1996,28,28,"2,519",28,2,2,4,2,0,0,4,0,1.3,1.3,1.7,3,20,121,8,0.07,0.07,0.14,0.07,0.14,0.05,0.06,0.11,0.05,0.11,Matches,
534,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,27-207,1996,14,7,640,7.1,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.2,5,50,8,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches,
535,Zeki Amdouni,ch SUI,FW,Burnley,23-102,2000,26,25,"1,758",19.5,4,1,5,4,0,0,1,0,4.2,4.2,1.4,5.6,56,45,81,0.2,0.05,0.26,0.2,0.26,0.22,0.07,0.29,0.22,0.29,Matches,
536,Julián Álvarez,ar ARG,"MF,FW",Manchester City,24-044,2000,28,26,"2,197",24.4,8,7,15,7,1,1,2,0,9,8.2,6.2,14.5,52,87,144,0.33,0.29,0.61,0.29,0.57,0.37,0.25,0.62,0.34,0.59,Matches,
537,Edson Álvarez,mx MEX,MF,West Ham,26-143,1997,24,22,"1,878",20.9,1,1,2,1,0,0,9,0,1.3,1.3,0.4,1.7,17,66,21,0.05,0.05,0.1,0.05,0.1,0.06,0.02,0.08,0.06,0.08,Matches,
538,Miguel Almirón,py PAR,FW,Newcastle Utd,30-034,1994,28,23,"1,838",20.4,3,1,4,3,0,0,1,0,4.5,4.5,2,6.5,77,75,156,0.15,0.05,0.2,0.15,0.2,0.22,0.1,0.32,0.22,0.32,Matches,
539,Alisson,br BRA,GK,Liverpool,31-165,1992,21,21,"1,890",21,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,
540,Trent Alexander-Arnold,eng ENG,DF,Liverpool,25-160,1998,21,19,"1,622",18,2,4,6,2,0,0,5,0,1.8,1.5,5.5,7,31,153,65,0.11,0.22,0.33,0.11,0.33,0.1,0.3,0.4,0.08,0.39,Matches,
541,Thiago Alcántara,es ESP,MF,Liverpool,32-339,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
542,Nathan Aké,nl NED,DF,Manchester City,29-026,1995,23,19,"1,727",19.2,2,2,4,2,0,0,0,0,1.6,1.6,1.2,2.9,23,102,17,0.1,0.1,0.21,0.1,0.21,0.09,0.06,0.15,0.09,0.15,Matches,
543,Manuel Akanji,ch SUI,"DF,MF",Manchester City,28-240,1995,20,19,"1,676",18.6,2,0,2,2,0,0,4,1,0.9,0.9,0.2,1.1,34,93,21,0.11,0,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,Matches,
544,Kristoffer Ajer,no NOR,DF,Brentford,25-333,1998,20,13,"1,208",13.4,0,1,1,0,0,0,4,0,0.7,0.7,2.2,2.8,17,41,26,0,0.07,0.07,0,0.07,0.05,0.16,0.21,0.05,0.21,Matches,
545,Rayan Aït Nouri,dz ALG,"DF,MF",Wolves,22-283,2001,24,21,"1,705",18.9,1,1,2,1,0,0,6,0,1.9,1.9,1.9,3.8,51,84,78,0.05,0.05,0.11,0.05,0.11,0.1,0.1,0.2,0.1,0.2,Matches,
546,Ola Aina,ng NGA,DF,Nott'ham Forest,27-159,1996,14,12,989,11,1,1,2,1,0,0,3,0,0.2,0.2,0.5,0.7,29,30,22,0.09,0.09,0.18,0.09,0.18,0.01,0.05,0.06,0.01,0.06,Matches,
547,Anel Ahmedhodži?,ba BIH,DF,Sheffield Utd,24-355,1999,22,20,"1,840",20.4,1,0,1,1,0,0,8,0,2.5,2.5,0,2.6,9,29,17,0.05,0,0.05,0.05,0.05,0.12,0,0.13,0.12,0.13,Matches,
548,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,21-352,2002,16,0,235,2.6,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,15,11,17,0,0,0,0,0,0.14,0.01,0.15,0.14,0.15,Matches,
549,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,20-261,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,
550,Nayef Aguerd,ma MAR,DF,West Ham,27-351,1996,20,20,"1,767",19.6,1,0,1,1,0,0,3,1,1.5,1.5,0.2,1.8,10,64,3,0.05,0,0.05,0.05,0.05,0.08,0.01,0.09,0.08,0.09,Matches,
551,Simon Adingra,ci CIV,FW,Brighton,22-074,2002,21,16,"1,446",16.1,6,1,7,6,0,0,2,0,3.1,3.1,2.3,5.4,72,32,199,0.37,0.06,0.44,0.37,0.44,0.19,0.14,0.34,0.19,0.34,Matches,
552,Elijah Adebayo,eng ENG,FW,Luton Town,26-068,1998,23,13,"1,162",12.9,9,0,9,9,0,0,1,0,5.6,5.6,0.7,6.3,14,19,85,0.7,0,0.7,0.7,0.7,0.43,0.05,0.49,0.43,0.49,Matches,
553,Tosin Adarabioyo,eng ENG,DF,Fulham,26-173,1997,14,12,"1,083",12,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.6,5,38,2,0.08,0,0.08,0.08,0.08,0.05,0.01,0.05,0.05,0.05,Matches,
554,Tyler Adams,us USA,MF,Bournemouth,25-030,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
555,Bénie Adama Traore,ci CIV,"FW,MF",Sheffield Utd,21-106,2002,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,7,9,14,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches,
556,Max Aarons,eng ENG,DF,Bournemouth,24-071,2000,14,12,"1,085",12.1,0,1,1,0,0,0,1,0,0,0,0.8,0.8,19,40,22,0,0.08,0.08,0,0.08,0,0.07,0.07,0,0.07,Match,
